Input,Output
Cc1nsc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)cc3F)cc(OC(C)CO[Si](C)(C)C(C)(C)C)c2)n1>CO.Cl.O=C([O-])O.[Na+],Cc1nsc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)cc3F)cc(OC(C)CO)c2)n1
CCOC(=O)C1=C(C)c2ccccc2CCC1>CCO.[Na+].[OH-],CC1=C(C(=O)O)CCCc2ccccc21
CCOC(=O)c1cn(CC)c(=O)cc1Nc1ccc(I)cc1F>CCO.[Na+].[OH-],CCn1cc(C(=O)O)c(Nc2ccc(I)cc2F)cc1=O
C=CCCCCCBr.O=C(OO)c1cccc(Cl)c1>CCOCC.ClC(Cl)Cl.O=S([O-])([O-])=S.[Na+].[Na+],BrCCCCCC1CO1
CC(C)(C)OC(=O)NNC(=O)C(CC(O)CCl)c1cc(F)c(F)c(F)c1.CC(C)(C)[Si](Cl)(c1ccccc1)c1ccccc1>CCOC(C)=O.CN(C)C=O.CN(C)c1ccncc1.[Cl-].[NH4+].c1c[nH]cn1,CC(C)(C)OC(=O)NNC(=O)C(CC(CCl)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)c1cc(F)c(F)c(F)c1
Cc1cccc(C(=O)Cl)c1.Nc1ccc(F)c([N+](=O)[O-])c1>O=C(Cl)c1cccs1,Cc1cccc(C(=O)Nc2ccc(F)c([N+](=O)[O-])c2)c1
Brc1ccnnc1.CC1(C)OB(c2cccc3c2CC(N(Cc2ccccc2)Cc2ccccc2)CO3)OC1(C)C>,c1ccc(CN(Cc2ccccc2)C2COc3cccc(-c4ccnnc4)c3C2)cc1
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCBr.NCc1ccc2c(c1)OCO2>C1CCOC1.O,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCNCc1ccc2c(c1)OCO2
C=Cc1cccc(Cl)c1.CC(=O)O>C1COCCO1.O.O=C1CCC(=O)N1Br.[Na+].[OH-],Clc1cccc(C2CO2)c1
Nc1ccc(N2CCOCC2)nc1.O=C(O)c1nc(-c2ccccc2Cl)oc1C(F)(F)F>,O=C(Nc1ccc(N2CCOCC2)nc1)c1nc(-c2ccccc2Cl)oc1C(F)(F)F
CC(C)(C)OC(=O)N1CCN(c2noc(CCl)n2)CC1.COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1O>CN(C)C=O.O=C([O-])[O-].[K+].[K+],COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(N2CCN(C(=O)OC(C)(C)C)CC2)no1
CC(C)(C)[Si](C)(C)OC1CCC(n2cc(I)cn2)CC1.O=S(=O)(c1ccccc1)N(F)S(=O)(=O)c1ccccc1>C1CCCCC1.C1CCOC1.CC(C)[N-]C(C)C.[Cl-].[Li+].[NH4+],CC(C)(C)[Si](C)(C)OC1CCC(n2ncc(I)c2F)CC1
COc1ccccc(Br)c1=O.N>CO,Nc1ccccc(Br)c1=O
COCCN(C(C)=O)C1=C(Cl)C(=O)c2ccccc2C1=O.NCc1ccccc1>CCOC(C)=O.c1ccccc1,COCCN(C(C)=O)C1=C(NCc2ccccc2)C(=O)c2ccccc2C1=O
CCc1ccc(N)c(Cl)c1.O=N[O-]>CC(=O)O.Cl.N.O=S(=O)(O)O.[Cl-].[Na+],CCc1ccc(NN)c(Cl)c1
CCN(CC)S(F)(F)F.OCCC#Cc1cccc(Br)c1>ClCCl.O=C([O-])O.[Na+],FCCC#Cc1cccc(Br)c1
COc1cccc(C(=O)O)c1[N+](=O)[O-].Nc1ccc(Cl)cn1>CN(C)C=O.ClCCl.O.O=C(Cl)C(=O)Cl.c1ccncc1,COc1cccc(C(=O)Nc2ccc(Cl)cn2)c1[N+](=O)[O-]
O=c1c(Br)c(Br)cnn1-c1ccc(Cl)c(Cl)c1.OCc1ccc(Cl)cc1F>CN(C)C=O.[K+].[OH-],O=c1c(Br)c(OCc2ccc(Cl)cc2F)cnn1-c1ccc(Cl)c(Cl)c1
CC(C)C(NCC(C)(C)N)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1.Cc1ccc(C(=O)Cl)cc1F>CCN(CC)CC.ClCCl,Cc1ccc(C(=O)NC(C)(C)CNC(c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1F
COC(=O)C1CCOc2cc(Oc3ccc(C(=O)Nc4cccc(-c5ccc(C)c(C)c5)c4)cc3)c(C#N)cc21>C1CCOC1.C1COCCO1.Cl,Cc1ccc(-c2cccc(NC(=O)c3ccc(Oc4cc5c(cc4C#N)C(C(=O)O)CCO5)cc3)c2)cc1C
CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)cc3)nn2CC2CO2)C1.Clc1ccc2ccn(C3CCNCC3)c2c1>CCO,CS(=O)(=O)N1CCc2c(c(-c3ccc(C(F)(F)F)cc3)nn2CC(O)CN2CCC(n3ccc4ccc(Cl)cc43)CC2)C1
COC(=O)C=Cc1ccc2c(c1)C(=O)CC1(CCN(C(=O)OC(C)(C)C)CC1)O2.CS(=O)(=O)Cl>ClCCl,COC(=O)C=Cc1ccc2c(c1)C(=O)CC1(CCN(S(C)(=O)=O)CC1)O2
CC(=O)OC(C)=O.O=C(O)c1ccc(-c2nc3c(O)cccc3s2)cc1>C1CCCCC1.c1ccncc1,CC(=O)Oc1cccc2sc(-c3ccc(C(=O)O)cc3)nc12
[Li]c1ccccc1.c1ccccc1>Br[Mg]c1ccccc1.C1CCOC1.CCOC(=O)NC(C)C(=O)O,c1ccc(-c2ccccc2)cc1
COC(=O)C1CC(O)CN1.O=C(O)c1cc2nccc(Cl)c2s1>CCN(C(C)C)C(C)C.CCOC(C)=O.CN(C)C=O.Cl.[Li],COC(=O)C1CC(O)CN1C(=O)c1cc2nccc(Cl)c2s1
Cc1cccc(C#N)c1CNc1cccn2c(C)c(C)nc12>N.[H][H],Cc1cccc(CN)c1CNc1cccn2c(C)c(C)nc12
CCOC(=O)CBr.NC1C(=O)Nc2ccccc2SC1c1cccs1>Br.CN(C)C=O.[H-].[Na+],CCOC(=O)CN1C(=O)C(N)C(c2cccs2)Sc2ccccc21
Br.Cc1cnc(N)c([N+](=O)[O-])c1>Br.O.O=N[O-].[Na+].[Na+].[OH-],Cc1cnc(Br)c([N+](=O)[O-])c1
COc1ccc(C(O)Cc2c(Cl)cncc2Cl)c2c1OCCO2>CC(C)=O,COc1ccc(C(=O)Cc2c(Cl)cncc2Cl)c2c1OCCO2
CC(=O)OC=O.CC(C)(C)OC(=O)N1CCN(c2ncc(-c3cccs3)nc2CN)CC1>ClCCl,CC(C)(C)OC(=O)N1CCN(c2ncc(-c3cccs3)nc2CNC=O)CC1
COC(=O)c1cc(O)c(O)c(OC)c1.O=C([O-])[O-]>CC(C)=O.[K+].[K+],COC(=O)c1cc(OC)c2c(c1)OCO2
BrCC1CC1.CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CCCC3)C4OC(C)=O)C2(C)CC1N1CCOCC1>CC#N,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(CC5CC5)CCCC3)C4OC(C)=O)C2(C)CC1N1CCOCC1.[Br-]
CCC(C=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1.[Li]C(C)(C)C>CCOCC.[Cl-].[NH4+],CCC(NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(O)C(C)(C)C
COC(=O)N1CCC(c2cc(=O)[nH]o2)CC1CCc1ccc(F)cc1>Br,O=c1cc(C2CCNC(CCc3ccc(F)cc3)C2)o[nH]1
CCNCc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)OCC)ccc1OC.O=C(Cl)C1(c2ccc(Cl)cc2Cl)CC1>CCN(CC)CC.ClCCl.O,CCOC(=O)Cc1ccc(OC)c(-c2ccc(C(F)(F)F)cc2CN(CC)C(=O)C2(c3ccc(Cl)cc3Cl)CC2)c1
CNC.O=C(Cl)c1cncc(Br)c1>C1CCOC1.c1ccncc1,CN(C)C(=O)c1cncc(Br)c1
CCCN(CC(O)COC(Cc1ccccc1)C(=O)c1ccccc1)C(=O)OC(C)(C)C.COS(=O)(=O)OC>CN(C)C=O.Cl.[H-].[Na+],CCCN(CC(COC(Cc1ccccc1)C(=O)c1ccccc1)OC)C(=O)OC(C)(C)C
Cc1nc(-c2ccc(N)cc2)cs1.O=C(O)C1(c2ccc3c(c2)OCO3)CC1>CC#N.CCN(CC)CC.CN(C)C(On1nnc2cccnc21)=[N+](C)C.F[P-](F)(F)(F)(F)F,Cc1nc(-c2ccc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)cc2)cs1
N#C[Cu]C#N.Oc1ccc(Cl)cc1I>CN(C)C=O,N#Cc1cc(Cl)ccc1O
Brc1cn2ccnc2c(Br)n1.Nc1ccc2ncsc2c1>CC#N.O=C([O-])[O-].[K+].[K+],Brc1cn2ccnc2c(Nc2ccc3ncsc3c2)n1
CCOC(=O)C(Cl)C(C)=O.Nc1ccc(Cl)cc1.O=N[O-]>CC(=O)[O-].CCO.Cl.O.[Na+].[Na+],CCOC(=O)C(Cl)=NNc1ccc(Cl)cc1
CCOC(=O)CCCC1=CCCC1=O.CON>Cl,CCOC(=O)CCCC1=CCCC1=NOC
CCN(CC)C(=O)c1ccc(C(O)c2cccc(O[Si](C)(C)C(C)(C)C)c2)cc1.O=S(Cl)Cl>ClCCl,CCN(CC)C(=O)c1ccc(C(Cl)c2cccc(O[Si](C)(C)C(C)(C)C)c2)cc1
CNCCc1cc(OC)c(OC)c(OC)c1.O=C(O)C=Cc1cccnc1>CCN(CC)CC.CN(C)C=O.O=C([O-])O.[Na+],COc1cc(CCN(C)C(=O)C=Cc2cccnc2)cc(OC)c1OC
COc1cc([N+](=O)[O-])c([Sn](C)(C)C)cc1OC>C1CCOC1.c1ccc(P(c2ccccc2)(c2ccccc2)[Pd](P(c2ccccc2)(c2ccccc2)c2ccccc2)(P(c2ccccc2)(c2ccccc2)c2ccccc2)P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C[Sn](C)(C)c1cc2c(cc1[N+](=O)[O-])OCO2
CC1(C)Cc2ccc(C#N)cc2C1NC(=O)c1cc2cc(Cl)ccc2[nH]1.CN(C)CCCl>CCOCC.CN(C)C=O.Cl.ClCCl.[H-].[Na+],CN(C)CCn1c(C(=O)NC2c3cc(C#N)ccc3CC2(C)C)cc2cc(Cl)ccc21
COc1ccc(CCO)cc1.O=C1C=CC(=O)N1>CCOC(=O)N=NC(=O)OCC.c1ccc(P(c2ccccc2)c2ccccc2)cc1,COc1ccc(CCN2C(=O)C=CC2=O)cc1
CCCCCCCCCCCCNCCCN.O=C1CCCCC1>,CCCCCCCCCCCCNCCCNC1CCCCC1
CCCCO.O=[PH](O)C(O)CCl>O.c1ccccc1,CCCCO[PH](=O)C(O)CCl
CC1CN(C(=O)OC(C)(C)C)CC(C)N1.O=Cc1cccc(-c2ccnc(Cl)n2)c1>,CC1CN(C(=O)OC(C)(C)C)CC(C)N1Cc1cccc(-c2ccnc(Cl)n2)c1
CC1(C)OB(c2ccc(N)nc2)OC1(C)C.FC(F)(F)c1cc(-c2ccc(Cl)c(Cl)c2)nc(-c2ccnc(Cl)c2)n1>,Nc1ccc(-c2cc(-c3nc(-c4ccc(Cl)c(Cl)c4)cc(C(F)(F)F)n3)ccn2)cn1
COc1cccc(Sc2cc(Oc3cccc(Br)c3)cnc2Nc2nc(C3CCCO3)ns2)c1.[Cl-]>C1CCOC1.[Li]C.[Li]CCCC.[NH4+],COc1cccc(Sc2cc(Oc3ccccc3)cnc2Nc2nc(C3CCCO3)ns2)c1.Cl
CCCC[Sn](Cl)(CCCC)CCCC.COC(=O)C=Cc1ncn2ccsc12>C1CCOC1.O,CCCC[Sn](CCCC)(CCCC)c1cn2cnc(C=CC(=O)OC)c2s1
COCCOCOc1ccc(C=CC(=O)NCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1OC>CO.Cc1ccc(S(=O)(=O)O)cc1.O.O.O=C([O-])[O-].[Na+].[Na+],COc1cc(C=CC(=O)NCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)ccc1O
CNC(=O)NS(=O)(=O)c1ccccc1OCCCl>Clc1ccccc1,O=C=NS(=O)(=O)c1ccccc1OCCCl
CC(=O)c1ccc2c(c1)ncn2-c1cccc(-c2ncc(Cl)s2)c1>CO.O.[BH4-].[Na+],CC(O)c1ccc2c(c1)ncn2-c1cccc(-c2ncc(Cl)s2)c1
CC1(C)OB(c2ccc(N)nc2)OC1(C)C.Cc1cc(-c2ccc(Cl)cc2)cc(-n2cnc(I)c2)n1>,Cc1cc(-c2ccc(Cl)cc2)cc(-n2cnc(-c3ccc(N)nc3)c2)n1
Cl.Nc1nc2cc(F)cc(F)c2s1>CC#N.CC(C)CCON=O.Cl[Cu]Cl,Fc1cc(F)c2sc(Cl)nc2c1
COc1cc(N)c(Cl)cc1C(=O)NCCCN1CCC(CNC(=O)OC(C)(C)C)C1.COc1cc(N)c(Cl)cc1C(=O)O>,COc1cc(N)c(Cl)cc1C(=O)NCCCN1CCC(CNC(=O)c2cc(Cl)c(N)cc2OC)C1
COC(=O)C(C(=O)OC)c1cc(OC)ccc1[N+](=O)[O-]>CO,COC(=O)C1C(=O)Nc2ccc(OC)cc21
C1CCCCC1.CC(C)c1ccc(-c2csc(N)n2)cc1.O=C(Cl)Cl>ClCCl.c1ccncc1,CC(C)c1ccc(-c2csc(NC(=O)C3CCCCC3)n2)cc1
CCc1nc2cc3c(cc2[n+]([O-])n1)CCN(C)C3.O=C(OC(=O)C(F)(F)F)C(F)(F)F>ClCCl.N.O=C(O)C(F)(F)F.OO,CCc1n[n+]([O-])c2cc3c(cc2[n+]1[O-])CN(C)CC3
Nc1ccc(O)cc1.O=C(O)CCCCCCCCCCBr>C1COCCO1.O=S(Cl)Cl,O=C(CCCCCCCCCCBr)Nc1ccc(O)cc1
CCOC(=O)C(=Cc1cc(C)c(OCCc2nc(-c3ccccc3)oc2C)c(C)c1)OCC>CCOC(=O)C(OCC)[P+](c1ccccc1)(c1ccccc1)c1ccccc1.Cc1cc(C=O)cc(C)c1OCCc1nc(-c2ccccc2)oc1C.[Cl-],CCOC(=Cc1cc(C)c(OCCc2nc(-c3ccccc3)oc2C)c(C)c1)C(=O)O
OC(c1ccc(OC2CCCCO2)cc1)c1ncco1>ClCCl.O=[Cr](=O)([O-])Cl.c1cc[nH+]cc1,O=C(c1ccc(OC2CCCCO2)cc1)c1ncco1
CCNCC.CN1Cc2c(-c3ncc(CI)o3)ncn2-c2ccc(F)cc2C1=O>,CCN(CC)Cc1cnc(-c2ncn3c2CN(C)C(=O)c2cc(F)ccc2-3)o1
Cc1cc2c(c(=O)o1)C(=O)CC(C(C)C)O2>CO.COC(C)(C)C.Cl.[K+].[OH-],Cc1cc(O)c(C(=O)C=CC(C)C)c(=O)o1
CC(C)(C)OC(=O)Nc1cccc(-c2ccc(C=C3C(=O)Nc4ccccc43)o2)c1>C1COCCO1.Cl,Nc1cccc(-c2ccc(C=C3C(=O)Nc4ccccc43)o2)c1
CC(C)(C)OC(=O)N1CCC(COC(CF)c2cc(Cl)cc3cn(COCC[Si](C)(C)C)nc23)(c2ccc(F)cc2)CC1>CCCC[N+](CCCC)(CCCC)CCCC.CCOCC.[F-],CC(C)(C)OC(=O)N1CCC(COC(CF)c2cc(Cl)cc3cn[nH]c23)(c2ccc(F)cc2)CC1
COC(=O)c1ccc2cc(-c3ccc(O)cc3)ccc2n1.OCc1c(-c2c(Cl)cccc2Cl)noc1C1CC1>CC(C)OC(=O)N=NC(=O)OC(C)C.ClCCl.c1ccc(P(c2ccccc2)c2ccccc2)cc1,COC(=O)c1ccc2cc(-c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3)ccc2n1
CCOC(=O)C=C(C)NC1CCCC1.O=C(Cl)c1cc(F)c(F)cc1F>C1COCCO1.CCN(CC)CC,CCOC(=O)C(C(=O)c1cc(F)c(F)cc1F)=C(C)NC1CCCC1
CC(=O)O[BH-](OC(C)=O)OC(C)=O.Oc1ccc(CCNc2ccccc2CC2CCc3cc(O)ccc3C2)cc1>C1CCOC1.CC(=O)O.CC=O.O=C([O-])O.[Na+].[Na+],CCN(CCc1ccc(O)cc1)c1ccccc1CC1CCc2cc(O)ccc2C1
CON(C)C(=O)C(CC(=O)OC(C)(C)C)NS(=O)(=O)c1ccccc1OCCc1c(O[Si](C(C)C)(C(C)C)C(C)C)ccc2ccccc12>C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.[Cl-].[F-].[NH4+],CON(C)C(=O)C(CC(=O)OC(C)(C)C)NS(=O)(=O)c1ccccc1OCCc1c(O)ccc2ccccc12
CC(OC(=O)C(c1ccccc1F)N1CCCCC1)c1ccccc1>CCO,O=C(O)C(c1ccccc1F)N1CCCCC1
CCOC(OCC)c1cc(C(F)(F)F)c(C(=O)OC)s1>C1COCCO1.O=CO,COC(=O)c1sc(C=O)cc1C(F)(F)F
CC.CC(C)(C)OC(=O)N1CC(=CC#N)C1.O=S(=O)(Cl)Cl>CC#N.Cl,CCS(=O)(=O)N1CC(=CC#N)C1
FC(F)Oc1ccccc1CBr.O=C(O)C(CC(=O)N1CCOCC1)CS(=O)(=O)Cc1ccccc1>CCO.O.[Na+].[OH-],O=C(O)C(CC(=O)N1CCOCC1)CS(=O)(=O)Cc1ccccc1OC(F)F
CC(C)(C)OC(=O)NC1(C(N)=O)CCOCC1>CCN(CC)CC.ClCCl.O=C(OC(=O)C(F)(F)F)C(F)(F)F,CC(C)(C)OC(=O)NC1(C#N)CCOCC1
CCn1nc(NCc2ccc(F)cc2)cc1C=O.CO.c1cnc2[nH]ccc2c1>O.[K+].[OH-],CCn1nc(NCc2ccc(F)cc2)cc1C(OC)c1c[nH]c2ncccc12
CC(C)=CCCC(C)=CCBr.COC(=O)c1ccc(O)cc1>CC(C)=O.O.O=C([O-])[O-].[K+].[K+],COC(=O)c1ccc(OCC=C(C)CCC=C(C)C)cc1
NC1CCCc2ccccc21.O=Cc1ccc(Br)cc1>,Brc1ccc(CNC2CCCc3ccccc32)cc1
CC(C)(C)OC(=O)C=Cc1c(N2CCCC(OC=O)C2)nc2cc(CCc3nc(C4CCC4)cs3)ccn2c1=O>CO.C[O-].ClC(Cl)Cl.[Na+],CC(C)(C)OC(=O)C=Cc1c(N2CCCC(O)C2)nc2cc(CCc3nc(C4CCC4)cs3)ccn2c1=O
Cc1c(C(=O)c2ccc(Cl)cc2Cl)oc2cc(Br)ccc12.O=C1CCC(=O)N1Br>CC(C)(C#N)N=NC(C)(C)C#N.ClC(Cl)(Cl)Cl,O=C(c1ccc(Cl)cc1Cl)c1oc2cc(Br)ccc2c1CBr
OC(CCl)CNc1ccc(Cl)cc1.c1c[nH]cn1>,OC(CNc1ccc(Cl)cc1)Cn1ccnc1
CC(C)(C)OC(=O)NC(CCCCNC(=O)OCc1ccccc1)C(=O)O.CCOC(=O)C(C)N>C1CCOC1.CC(C)COC(=O)Cl.CCN1CCOCC1.Cl,CCOC(=O)C(C)NC(=O)C(CCCCNC(=O)OCc1ccccc1)NC(=O)OC(C)(C)C
C#CCCCCCCCl.CCCCCC(C)=CCC#CCBr>C1CCOC1.C[Mg+].[Br-].[Cl-].[Cl-].[NH4+],CCCCCC(C)=CCC#CCC#CCCCCCCCl
Cc1c(C(=O)C(F)(F)C(F)(F)C(F)(F)F)c(-c2ccccc2)c2n1CCC2>CC(Cl)Cl.[I-].[I-].[Zn+2],Cc1c(CC(F)(F)C(F)(F)C(F)(F)F)c(-c2ccccc2)c2n1CCC2
CC(C)(C)OC(=O)NCCCBr.CCOC(=O)CC1OB(O)c2cc(Oc3cnccn3)cc(O)c21>CN(C)C=O.O=C([O-])[O-].[K+].[K+],CCOC(=O)CC1OB(O)c2cc(Oc3cnccn3)cc(OCCCNC(=O)OC(C)(C)C)c21
CCN(CC)CCOC.CI>C1CCOC1,CC[N+](C)(CC)CCOC.[I-]
COC(=O)C=CC(=O)[O-].O=C(O)C=CC(=O)O>CO,COC(=O)C=CC(=O)OC
Cc1nc(N2CCN(Cc3ccc(C(F)F)o3)C2=O)sc1C(=O)O.NCc1cccnc1>Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)O,Cc1nc(N2CCN(Cc3ccc(C(F)F)o3)C2=O)sc1C(=O)NCc1cccnc1
CCOC(=O)CC(NC(=O)C(CC)c1ccccc1)c1cccc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1>Cl[Sn]Cl,CCOC(=O)CC(NC(=O)C(CC)c1ccccc1)c1cccc(NS(=O)(=O)c2cccc(N)c2)c1
CC(C)(C)OC(=O)NC1CCNC1.CCn1cc(C(=O)O)c(=O)c2cc(F)c(F)c(C)c21>C1CCC2=NCCCN2CC1.CC#N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(NC(=O)OC(C)(C)C)C3)c(C)c21
COC(=O)Cc1cccc(O)c1.Cc1oc(-c2ccccc2)nc1CCc1noc(CCl)n1>CN(C)C=O.O.[H-].[Na+],COC(=O)Cc1cccc(OCc2nc(CCc3nc(-c4ccccc4)oc3C)no2)c1
COC(=O)Cc1ccc(OC)c(-c2ccc(C(F)(F)F)cc2C=O)c1.NCc1ccccc1>,COC(=O)Cc1ccc(OC)c(-c2ccc(C(F)(F)F)cc2CNCc2ccccc2)c1
CCI.COc1ccc(O)c(C(N)=O)c1>CCO.[Na],CCOc1ccc(OC)cc1C(N)=O
CC(C)(C)c1ccc([N+](=O)[O-])cc1O.O=C([O-])[O-]>CI.CN(C)C=O.O.[K+].[K+],COc1cc([N+](=O)[O-])ccc1C(C)(C)C
O=Cc1cc(F)c(O)cc1F.[Br-]>ClCCl.[Br-].[Br-].c1cc[nH+]cc1.c1cc[nH+]cc1.c1cc[nH+]cc1,O=Cc1cc(F)c(O)c(Br)c1F
CCCCc1nc(C(OC)OC)nn1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1>CCO.Cl,CCCCc1nc(C=O)nn1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
CCc1ccc(B(O)O)cc1.COc1cc(-n2cnc(Cl)cc2=O)ccc1OCC(C)(C)O>CN(C)C=O.ClCCl,CCc1ccc(-c2cc(=O)n(-c3ccc(OCC(C)(C)O)c(OC)c3)cn2)cc1
BrCC1CO1.COc1cc2c(Oc3cc(C)c(C)nc3-c3ccc(C)cn3)ccnc2cc1O>CN(C)C=O.O=C([O-])[O-].[K+].[K+],COc1cc2c(Oc3cc(C)c(C)nc3-c3ccc(C)cn3)ccnc2cc1OCC1CO1
CC1CCCCN1c1ccc(Br)cc1CO.CCN(C(C)C)C(C)C>CCOCC.CO.CS(=O)(=O)Cl.ClCCl,COCc1cc(Br)ccc1N1CCCCC1C
CC1(C)Cc2cc(C(=O)O)ccc2NC1c1cccc(Br)c1.O=C1CNC(=O)CN1>CN(C)CC(=O)O.CS(C)=O.Cl.O=C([O-])[O-].[Cu]I.[K+].[K+],CC1(C)Cc2cc(C(=O)O)ccc2NC1c1cccc(N2CC(=O)NCC2=O)c1
CCCCCCCCN(C)CCCCCCCC.OCCCl>CCC(C)=O,CCCCCCCC[N+](C)(CCO)CCCCCCCC.[Cl-]
